Date stamp,AB50A30LRC01_PV,AB50A30LRC01_SP,AB50A30IRA01_PV,AB50A30SIK01_PV,AB40A11LRC10PV,AB40A11TRC06PV,AB40A11FQC01PV,AB40A21LRC03PV,AB40A21TRC04PV,AB40A21PR01_PV,AB40A21FRC02_PV,AB50A30TRC04_PV,AB50A62PRC01_PV,AB50A30TRC08_PV,AB60A31FQC01_PV,AB50A30LRC01_OUT
2023-04-27 01:46:00,49.08554077,50,17.51970482,27.99901581,65.43413544,269.1494751,3596.160645,68.36463928,267.8739319,0.06857805,19581.69922,272.1078796,10.09314156,277.8175964,19151.74805,50.50233078
2023-04-27 01:47:00,48.39822769,50,17.50168991,27.99938774,65.43341827,269.1438904,3599.807861,68.26328278,267.8796387,0.068576463,19400.9082,272.1050415,10.09627247,277.817749,19151.78516,50.79602814
2023-04-27 01:48:00,48.3000679,50,17.52524948,27.99975777,65.43270111,269.1383362,3601.286621,68.16192627,267.885376,0.068574876,19749.36719,272.1021729,10.09940434,277.8179016,19151.82227,50.85723495
2023-04-27 01:49:00,48.3584671,50,17.39031982,28.00012779,65.43198395,269.132782,3605.949707,68.06791687,267.8910828,0.068573281,19601.4043,272.0993042,10.10253525,277.8180847,19151.85938,50.88803482
2023-04-27 01:50:00,48.67271805,50,17.53285408,28.00049973,65.43126678,269.1271973,3607.948975,68.07669067,267.8968201,0.068571694,19635.97656,272.0964355,10.10566616,277.8182373,19151.89844,50.80891037
2023-04-27 01:51:00,49.19257736,50,17.32953644,28.00086975,65.43054962,269.1216431,3600.12915,68.08547211,267.9025574,0.068570107,19850.40234,272.0935974,10.10879803,277.8183899,19151.93555,50.72978592
2023-04-27 01:52:00,49.06147385,50,17.50982475,28.00123978,65.42982483,269.1160889,3611.413818,68.09424591,267.9082642,0.068568513,19416.53906,272.0907288,10.11192894,277.8185425,19151.97266,50.65066528
2023-04-27 01:53:00,48.93037033,50,17.43694305,28.00161171,65.42910767,269.1105347,3618.62793,68.10302734,267.9140015,0.068566926,19730.98438,272.0878601,10.11506081,277.8186951,19152.00977,50.57154083
2023-04-27 01:54:00,49.06032562,50,17.37341881,28.00198174,65.4283905,269.10495,3624.645508,68.11180115,267.9197083,0.068565339,19684.98047,272.0849915,10.11819172,277.8188782,19152.04688,50.60823822
2023-04-27 01:55:00,48.40302658,50,17.52357483,28.00235176,65.42767334,269.0993958,3617.943359,68.12058258,267.9254456,0.068563744,19539.90039,272.0821228,10.12132263,277.8190308,19152.08398,50.83125687
2023-04-27 01:56:00,48.34884262,50,17.4329319,28.00272369,65.42695618,269.0938416,3625.521973,68.12935638,267.9311523,0.068562157,19737.34375,272.0792847,10.1244545,277.8191833,19152.12305,51.03678131
2023-04-27 01:57:00,48.18806458,50,17.48457336,28.00309372,65.42623901,269.0882568,3632.758301,68.13813782,267.9337769,0.06856057,19526.5625,272.076416,10.12758541,277.8193359,19152.16016,51.04988098
2023-04-27 01:58:00,48.39556122,50,17.47265625,28.00346375,65.42552185,269.0827026,3624.172607,68.14691162,267.9347534,0.068558976,19800.74805,272.0735474,10.13071728,277.8194885,19152.19727,51.06298447
2023-04-27 01:59:00,48.69031906,50,17.40343475,28.00383568,65.42480469,269.0771484,3625.529053,68.15569305,267.9356995,0.068557389,19771.85742,272.0706787,10.13384819,277.8196716,19152.23438,51.09609222
